text,labels,label_vector
"HPV Basics
 
Human Papillomavirus (HPV) is very common and easily spread. There are many types of HPV that can infect different parts of the body. Some types cause warts and other types lead to cancer on the cervix, vulva, anus, penis, mouth, and throat. The HPV vaccine is a safe and effective way to prevent HPV infection. Vaccinating 9-12 year olds now will protect them against HPV-related cancers later.","['Asymptomatic', 'Cause of Cervical Cancer', 'Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Highly Effective', 'Rec-Children', 'Stance-Recommend']","[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]"
"For Parents and Youth
 
HPV parent brochure-English/SpanishA parent’s guide to HPV and the vaccine.",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"For Parents and Youth
 
Oral HPV and Cancer-English/SpanishA guide to HPV and oral health",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For Providers
 
You are the key to cancer to prevention- CDC's HPV page for clinicians. Here you can find information about HPV and resources to successfully communicate HPV vaccine with parents and youth.",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"For Providers
 
Human Papillomavirus-related cancers- A guide for opportunities to improve HPV prevention and cancer control. Here you will find the assessment of prevention programs, policies and measures.",['Cause of Cancer'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For Providers
 
Steps for increasing Vaccination in Practice- A very useful guide to help clinicians take action on implementing evidence-based strategies for increasing HPV vaccination rates.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Data
 
HPV Infections in Oregon - CD SummaryAugust 2018 - a summary about HPV infection and vaccination rates in Oregon.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"HPV Summit
 
Oregon's HPV professional conference is a great place to collaborate, learn, and share best practices.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Page-start
 
HPV Vaccine Questions and Answers",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Genital HPV is a common virus that is passed on through genital contact, most often during vaginal and anal sex. About 40 types of HPV can infect the genital areas of men and women.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Other types of HPV can cause warts in the genital areas of men and women, called genital warts.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Approximately 20 million people are currently infected with HPV. At least 50 percent of sexually active men and women get genital HPV infection at some point in their lives. By age 50, at least 80 percent of women will have gotten genital HPV infection. About 6.2 million Americans get a new genital HPV infection each year.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
How do I get a genital HPV infection?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
The types of HPV that infect the genital area are spread mainly through sexual activity. Most HPV infections have no signs or symptoms; therefore, you might not know you’re infected, but you can transmit the virus to your sex partner.","['Asymptomatic', 'Sexual Spread']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
The virus lives in the skin or mucous membranes and usually causes no symptoms. You can have visible genital warts or pre-cancerous changes in the cervix, vulva, anus or penis. Very rarely, HPV infection results in anal or genital cancers.","['Asymptomatic', 'Cause of Cancer']","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Genital warts usually appear as soft, moist, pink or flesh-colored swellings, usually in the genital area. They can be raised or flat, single or multiple, small or large, and sometimes cauliflower shaped. They can appear on the vulva, in or around the vagina or anus, on the cervix, and on the penis, scrotum, groin or thigh. After sexual contact with an infected person, warts may appear within weeks or months or not at all.","['Asymptomatic', 'Sexual Spread']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
How is genital HPV infection diagnosed?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Most women are diagnosed with HPV from abnormal Pap tests. A Pap test is the primary cancer-screening tool for cervical cancer or pre-cancerous changes in the cervix. A test is available to detect HPV DNA in women. It may be used in women with mild Pap test abnormalities or in women 30 years of age or older at the time of Pap testing. The results of HPV DNA testing can help your doctor decide if further tests or treatment are necessary.",['Asymptomatic'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
No HPV tests are available for men.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Is there a cure for HPV?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
What is the connection between HPV infection and cervical cancer?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Some types of HPV can infect a woman’s cervix (lower part of the womb) and cause the cells to change. Most of the time, HPV goes away on its own. When HPV is gone, the cervix cells go back to normal. But sometimes, HPV does not go away. Instead, it lingers (persists) and continues to change the cells on a woman’s cervix. These cell changes (or “precancers”) can lead to cancer over time, if they are not treated.","['Asymptomatic', 'Cause of Cervical Cancer']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
How can I reduce my risk for genital HPV infection?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
The only sure way to prevent HPV is to abstain from all sexual activity. Sexually active adults can reduce their risk by being in a mutually faithful relationship with someone who has had no other or few sex partners, or by limiting their number of sex partners. But even people with only one lifetime sex partner can get HPV, if their partner has had previous partners.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Where can I get more information?",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Cervical Cancer AwarenessNational Center for Chronic Disease Prevention and Health Promotion",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Human Papillomavirus (HPV)
 
STD information and referrals to STD ClinicsCDC-INFO1-800-CDC-INFO (800-232-4636)TTY: 1-888-232-6348In English, en Español",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Human Papillomavirus (HPV)
 
CDC National Prevention Information Network(NPIN)P.O. Box 6003Rockville, MD 20849-60031-800-458-52311-888-282-7681 Fax1-800-243-7012 TTYE-mail:info@cdcnpin.org",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
American Social Health Association (ASHA)P. O. Box 13827Research Triangle Park, NC 27709-38271-800-783-9877",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Ho GYF, Bierman R, Beardsley L, Chang CJ, Burk RD. Natural history of cervicovaginal papilloma virus infection in young women. N Engl J Med 1998;338:423-8.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Koutsky LA, Kiviat NB. Genital human papillomavirus. In: K. Holmes, P. Sparling, P. Mardh et al (eds). Sexually Transmitted Diseases, 3rd edition. New York: McGraw-Hill, 1999, p. 347-359.",['Sexual Spread'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Watts DH, Brunham RC. Sexually transmitted diseases, including HIV infection in pregnancy. In: K. Holmes, P. Sparling, P. Mardh et al (eds). Sexually Transmitted Diseases, 3rd edition. New York: McGraw-Hill, 1999, 1089-1132.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
Weinstock H, Berman S, Cates W. Sexually transmitted disease among American youth: Incidence and prevalence estimates, 2000. Perspectives on Sexual and Reproductive Health 2004; 36: 6-10..",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
This information was adapted from theCDC Genital HPV Infectionwebpage.",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Immunization Program
 
The goal of the program is to ensure that all New Mexicans are properly immunized against vaccine-preventable diseases. We encourage you to use this website and the resources provided for all your vaccination information needs.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Find Vaccination Sites
 
Find a COVID or flu vaccination site in New Mexico using theNMDOH Vaccine Portal. Schedule an appointment with theNMDOH Vaccine Registration Application.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Where Can I Get My Child's Shots?
 
Visit theVaccine Site Finderfor an interactive map which will help you find a nearby health care provider to vaccinate your child.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Adults Need Shots, Too!
 
Please visit theCDCVaccines You Need as an Adultwebsite to learn more about adult vaccination.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Latest
 
It’s not too late to get your flu vaccine before the holidays(December  4, 2023)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Popular
 
Increase in Vaccine Exemptions(January 29, 2015)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Popular
 
New Mexico Immunization Coverage Rates - Pediatric and Adolescent(Epidemiology Report)NM Immunization Coverage Rates by County, 0-18 Years, 2021 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2020 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2019 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2018 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2017 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2016 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2015 (4:3:1:3:3:1:4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2021 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2020 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2019 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2018 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2017 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2016 (influenzaNM Immunization Coverage Rates by County, 0-18 Years, 2015 (influenza)HPV Vaccination TrendNM Immunization Coverage Rates by County, 0-18 Years, 2022 (4.3.1.3.3.1.4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2022 (influenza)NM Immunization Coverage Rates by County, 0-18 Years, 2023 (4.3.1.3.3.1.4 series)NM Immunization Coverage Rates by County, 0-18 Years, 2023 (influenza)",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
HPV Vaccine Information Card(6 x 4)NEW!9/2023",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
HPV in New Jersey: Data Brief",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
The Vaccine Preventable Disease Program'shuman papillomavirus (HPV) vaccination toolprovides important reminders on how to improve HPV vaccination, tips for talking to parents about the vaccine, as well as a vaccination dose assessment table. The webinar listed below provides step-by-step guidance on how to complete the tool.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
HPV Vaccination Tool and Instructions for Healthcare Providers",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
TheHPV Vaccine Is Cancer Prevention Championis an annual award given jointly by the Centers for Disease Control and Prevention (CDC), American Cancer Society (ACS), and Association of American Cancer Institutes (AACI). This award recognizes clinicians, clinics, practices, groups, and health systems that are going above and beyond to foster HPV vaccination among adolescents in their communities.","['Cancer Prevention', 'Rec-Children', 'Source Credibility']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
"Human Papillomavirus (HPV)
 
New Jersey’s 2019 HPV Vaccine Is Cancer Prevention Champion",['Cancer Prevention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Human Papillomavirus (HPV)
 
New Jersey’s 2018 HPV Vaccine Is Cancer Prevention Champion",['Cancer Prevention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Resources & References
 
CDC Information on Human Papillomavirus (HPV)",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Resources & References
 
Pink Book Chapter on Human Papillomavirus (HPV)",['Source Credibility'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Cancers Caused by HPV
 
HPV infections can cause certain cancers in men and women. Learn more about cancers caused by HPV.",['Cause of Cancer'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For Healthcare Professionals
 
Find tips and resources for your practice to successfully communicate with parents about HPV vaccination.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For Partners and Programs
 
Find tools and resources to assist with your HPV vaccination efforts.",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Page-start
 
Vaccine Preventable DiseasesAnthraxDiphtheriaHaemophilus Influenzae Type B (Hib)Hepatitis AHepatitis BHPVInfluenza (Flu)Japanese EncephalitisMeaslesMeningococcal DiseaseMumpsPertussis (Whooping Cough)Pneumococcal DiseasePolioRabiesRotavirusRubellaShinglesTetanusTyphoidVaricella (Chickenpox)Yellow Fever",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Vaccine
 
The  HPV vaccine works by preventing the most common types of HPV that cause  cervical cancer and genital warts. It is given in a two-dose, or three-dose schedule depending on age.","['Cause of Cervical Cancer', 'Cancer Prevention', 'Cause of Cancer', 'Prevent Spread', 'Number Doses']","[0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
"Who Should get Vaccinated?
 
Girls  and women: Three vaccines (Cervarix, Gardasil and Gardasil 9) are available to protect  females against the types of HPV that cause most cervical cancers. Two of these  vaccines (Gardasil and Gardasil 9) also protect against most genital warts. Both vaccines are  recommended for 11 and 12 year-old girls, and for females 13 through 26 years  of age, who did not get any or all of the shots when they were younger. These  vaccines can also be given to girls as young as 9 years of age. It is  recommended that females get the same vaccine brand for all three doses,  whenever possible.","['Cause of Cervical Cancer', 'Cancer Prevention', 'Cause of Cancer', 'Number Doses', 'Rec-Children', 'Stance-Recommend']","[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
"Who Should get Vaccinated?
 
Boys  and men: Two available vaccines (Gardasil and Gardasil 9) are available to protect males against most genital  warts. These vaccines are available for boys and men, 9 through 26 years of age.",['Rec-Children'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"North Carolina Requirements
 
HPV  vaccination is not required in North Carolina.",['Stance-Optional'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
